insert;seq;offset;largura;coluna;ref_notice;formato;nome_notice;ancora_spool;confianca;oraculo;exemplos;expressao_spool
3;65;2160;2;P1_21_6;P1 21.6;ALPHA;Indicateur créance performante;;MEDIA;ok;NP / PE;RPAD(nvl(C_ENR.IND_CRE_PERF,' '),2)
3;66;2162;8;P1_21_7;P1 21.7;DATE;Date de première action de forbearance;;MEDIA;vazio;;RPAD (NVL(TO_CHAR(C_ENR.DATE_PREM_ACT_FORB, 'YYYYMMDD'), ' '), 8)
3;67;2170;8;P1_21_8;P1 21.8;DATE;Date de dernière restructuration commerciale;;MEDIA;ok;20170131 / 20200508;RPAD(NVL(TO_CHAR(C_ENR.DATE_DER_REST_COMM, 'YYYYMMDD'), ' '), 8)
3;68;2178;8;P1_21_9;P1 21.9;DATE;Date de la dernière restructuration pour risq;;MEDIA;ok;20240831;RPAD(NVL(TO_CHAR(C_ENR.DATE_DER_REST_RSQ, 'YYYYMMDD'), ' '), 8)
3;69;2186;8;P1_21_10;P1 21.10;DATE;Date d'entrée de la créance en période d'obse;;MEDIA;vazio;;CASE WHEN C_ENR.STA_CRDT NOT IN ('1') THEN RPAD(' ',8) ELSE RPAD(NVL(T
3;70;2194;8;P1_21_11;P1 21.11;DATE;Date de sortie de la créance de la période d';;MEDIA;vazio;;CASE WHEN C_ENR.STA_CRDT NOT IN ('1') THEN RPAD(' ',8) ELSE RPAD(NVL(T
3;71;2202;8;P1_21_12;P1 21.12;DATE;Date d'entrée de la créance en période probat;;MEDIA;ok;20240831;CASE WHEN C_ENR.STA_CRDT NOT IN ('2') THEN RPAD(' ',8) ELSE RPAD(NVL(T
3;72;2210;8;P1_21_13;P1 21.13;DATE;Date de sortie de la créance de la période pr;;MEDIA;ok;20260831;CASE WHEN C_ENR.STA_CRDT NOT IN ('2') THEN RPAD(' ',8) ELSE RPAD(NVL(T
3;73;2218;8;P1_21_14;P1 21.14;DATE;Date théorique de fin de situation forborne;;MEDIA;vazio;;CASE WHEN C_ENR.STA_CRDT NOT IN ('1','2') THEN RPAD(' ',8) ELSE RPAD(N
3;74;2226;8;P1_21_15;P1 21.15;DATE;Date de sortie effective de situation forborn;;MEDIA;ok;20250228;CASE WHEN C_ENR.STA_CRDT NOT IN ('1','2') THEN RPAD(' ',8) ELSE RPAD(N
3;75;2234;8;P1_21_16;P1 21.16;DATE;Date de début de l'état de performance de la ;;MEDIA;ok;20081203 / 20120130;RPAD(NVL(TO_CHAR(C_ENR.DT_PL_NPL, 'YYYYMMDD'), ' '), 8)
3;;2242;2;P1_21_17;P1 21.17;ALPHA;Zone libre (ex Motif de l'état de performance;;FILLER;vazio;;RPAD (' ', 2)
3;;2244;2;P1_21_18;P1 21.18;NUM;Nombre de restructuration pour risque;;FILLER;vazio;;RPAD (' ', 2)
3;;2246;2;P1_21_19;P1 21.19;ALPHA;Méthode de restructuration;;FILLER;vazio;;RPAD (' ', 2)
3;;2248;2;P1_21_99;P1 21.99;ALPHA;Filler;;FILLER;vazio;;RPAD (' ', 2)
3;76;2250;3;P1_22_56;P1 22.56;ALPHA;Indicateur produit échéancé;;MEDIA;ok;ECH;RPAD(nvl(C_ENR.IND_PROD_ECH,' '),3)
3;77;2253;1;P1_22_57;P1 22.57;ALPHA;Indicateur objet métier palier fourni;;MEDIA;ok;N;RPAD(nvl(C_ENR.IND_OBJ_MET_PAL,' '),1)
3;78;2254;40;P1_22_1;P1 22.1;ALPHA;Référence unique du contrat;;MEDIA;ok;200622VM0                                / 202878FN0                               ;RPAD(nvl(C_ENR.REF_UNIQ_ELEM_CONT,' '),40)
3;79;2294;40;P1_22_51;P1 22.51;ALPHA;Référence Unique de l'élément du contrat;;MEDIA;ok;200622VM0                                / 202878FN0                               ;RPAD(nvl(C_ENR.REF_UNIQ_ELEM_CONT,' '),40)
3;;2334;45;P1_22_2;P1 22.2;ALPHA;Indicateur niveau de risque;;FILLER;vazio;;RPAD (' ', 45)
3;80;2379;2;P1_22_5;P1 22.5;ALPHA;Note finale retenue à l'origine;P1 22.5;ALTA;ok;A  / A+;RPAD(nvl(C_enr.NOTE_FIN_RET_ORI, 'ND'),2)
3;81;2381;10;P1_22_52;P1 22.52;ALPHA;Note externe à l'origine;;MEDIA;vazio;;RPAD(nvl(C_ENR.NOTE_EXT_ORI,' '),10)
3;82;2391;2;P1_22_6;P1 22.6;ALPHA;Organisme de notation à l'origine;;MEDIA;ok;I ;RPAD(nvl(C_ENR.ORGA_NOTATION_ORIG,' '),2,' ')
3;83;2393;2;P1_22_53;P1 22.53;ALPHA;Segment de notation à l'origine;;MEDIA;ok;02 / 03;RPAD(nvl(C_ENR.SEG_NOT_ORI,' '),2)
3;84;2395;46;P1_22_54;P1 22.54;ALPHA;Grille Modèle de notation à l'origine;;MEDIA;ok;044102011071320130114FR                        / 044102011071320150930FR                       ;CASE WHEN C_ENR.GRI_MOD_NOT_ORI IS NULL THEN RPAD(' ',46) ELSE RPAD(nv
3;85;2441;3;P1_22_55;P1 22.55;ALPHA;Méthodologie de notation à l'origine;;MEDIA;ok;999 / C1 ;CASE WHEN C_ENR.METH_NOT_ORI = 'C3' THEN '999' ELSE RPAD(upper(nvl(C_E
3;86;2444;2;P1_22_7;P1 22.7;ALPHA;Objet du financement;P1 22.7;ALTA;ok;04 / 97;RPAD(nvl(C_ENR.OBJ_FINANCIE,'97'),2)
3;87;2446;19;P1_22_8;P1 22.8;NUM;Montant du contrat à l'origine;P1 22.8;ALTA;ok;+000000000000000000 / +000000000000040419;pack_utilitaire.F_FORMAT_MONTANT_BIS2(C_ENR.MNT_CONTRAT_ORIGINE)
3;88;2465;3;P1_22_9;P1 22.9;ALPHA;Devise du montant du contrat à l'origine;P1 22.9;ALTA;ok;EUR;RPAD(nvl(C_ENR.DEV_MNT_CONTRAT_ORIGINE, 'EUR'), 3)
3;89;2468;1;P1_22_12;P1 22.12;ALPHA;Indicateur échéancier fourni;;MEDIA;ok;N;RPAD(nvl(C_ENR.IND_ECH_FOUR,' '),1)
3;90;2469;10;P1_22_13;P1 22.13;NUM;Taux d'intérêt effectif (TIE) à l'origine;;MEDIA;ok;+000000000 / +000028000;pack_utilitaire.F_FORMAT_TAUX(C_ENR.TAUX_INT_EFF_ORI)
3;91;2479;1;P1_22_14;P1 22.14;ALPHA;Type de taux;;MEDIA;ok;F / V;RPAD(nvl(C_ENR.TYPE_TAUX,' '),1)
3;92;2480;12;P1_22_15;P1 22.15;ALPHA;Indice de référence;;MEDIA;ok;EUEI3M      ;RPAD(nvl(C_ENR.IND_REF,' '),12)
3;93;2492;1;P1_22_16;P1 22.16;ALPHA;Type d'amortissement du capital;;MEDIA;ok;L;RPAD(nvl(C_ENR.TYPE_AMOR_CAP,' '),1)
3;94;2493;1;P1_22_17;P1 22.17;ALPHA;Fréquence d'amortissement du capital;;MEDIA;ok;M;RPAD(nvl(C_ENR.PRD_AMOR_CAP,' '),1)
3;95;2494;1;P1_22_18;P1 22.18;ALPHA;Fréquence de paiement des intérêts;;MEDIA;ok;M;RPAD(nvl(C_ENR.PRD_PMT_INT,' '),1)
3;96;2495;10;P1_22_19;P1 22.19;NUM;Taux client à l'octroi;;MEDIA;ok;+000000000 / +000028000;pack_utilitaire.F_FORMAT_TAUX(C_ENR.TAUX_CLT_OCT)
3;97;2505;1;P1_22_20;P1 22.20;ALPHA;Modalité de remboursement de la créance;;MEDIA;ok;1;RPAD(nvl(C_ENR.MOD_REMB_CRE,' '),1)
3;98;2506;8;P1_22_21;P1 22.21;DATE;Date de première échéance;;MEDIA;ok;20081203 / 20120130;RPAD(NVL(TO_CHAR(C_ENR.DATE_PREM_ECH, 'YYYYMMDD'), ' '), 8)
3;99;2514;8;P1_22_22;P1 22.22;DATE;Date de fin du différé d'amortissement;;MEDIA;vazio;;RPAD(NVL(TO_CHAR(C_ENR.DATE_FIN_DIFF_AMOR, 'YYYYMMDD'), ' '), 8)
3;100;2522;10;P1_22_23;P1 22.23;NUM;Taux plafond;;MEDIA;ok;+000000000;pack_utilitaire.F_FORMAT_TAUX(C_ENR.TAUX_PLAFOND)
3;101;2532;10;P1_22_24;P1 22.24;NUM;Taux plancher;;MEDIA;ok;+000000000;pack_utilitaire.F_FORMAT_TAUX(C_ENR.TAUX_PLANCHER)
3;102;2542;1;P1_22_25;P1 22.25;ALPHA;Fréquence de révision du taux;;MEDIA;ok;M;RPAD(nvl(C_ENR.PRD_REV_TAUX_UNIT_TMP,' '),1)
3;103;2543;3;P1_22_26;P1 22.26;NUM;Périodicité de révision du taux en nombre;;MEDIA;ok;000 / 001;LPAD(nvl((C_ENR.PRD_REV_TAUX_NBR),0),3,0)
3;104;2546;10;P1_22_27;P1 22.27;NUM;Taux client de la période en cours;;MEDIA;ok;+000000000 / +000028000;pack_utilitaire.F_FORMAT_TAUX(C_ENR.TAUX_CLT_PRD_EN_CRS)
3;105;2556;10;P1_22_28;P1 22.28;NUM;Taux de marge additive;;MEDIA;ok;+000000000 / +000105000;pack_utilitaire.F_FORMAT_TAUX(C_ENR.TAUX_MRG_ADD)
3;106;2566;10;P1_22_29;P1 22.29;NUM;Taux de marge multiplicative;;MEDIA;ok;+000000000;pack_utilitaire.F_FORMAT_TAUX(C_ENR.TAUX_MRG_MULT)
3;107;2576;7;P1_22_30;P1 22.30;ALPHA;Base de calcul des intérêts;;MEDIA;ok;EXA-360 / EXB-EXB;RPAD(nvl(C_ENR.BASE_CAL_INT,' '),7)
3;108;2583;8;P1_22_31;P1 22.31;DATE;Date du premier déblocage de fonds;;MEDIA;ok;20081203 / 20120130;RPAD(NVL(TO_CHAR(C_ENR.DT_PREM_DBLQ_FONDS, 'YYYYMMDD'), ' '), 8)
3;109;2591;19;P1_22_32;P1 22.32;NUM;Montant du premier déblocage de fonds;;MEDIA;ok;+000000000000041631 / +000000000000080816;case when C_ENR.MNT_PREM_DBLQ_FONDS is null then RPAD(' ',19) else pac
3;110;2610;3;P1_22_33;P1 22.33;ALPHA;Devise du montant du premier déblocage de fon;;MEDIA;ok;EUR;RPAD(nvl(C_ENR.DEVISE_PREM_DBLQ_FONDS,'EUR'),3)
3;111;2613;19;P1_22_34;P1 22.34;NUM;Montant du capital théorique restant dû;;MEDIA;ok;+000000000000000000 / +000000000000005814;pack_utilitaire.F_FORMAT_MONTANT_BIS2(CASE WHEN C_ENR.CAP_THEO_REST <0
3;112;2632;3;P1_22_35;P1 22.35;ALPHA;Devise du montant du capital théorique restan;;MEDIA;ok;EUR;RPAD(nvl(C_ENR.DEVI_CAP_THEO_REST,' '),3)
3;113;2635;1;P1_22_36;P1 22.36;ALPHA;Option de remboursement anticipé;;MEDIA;ok;3;RPAD(NVL(C_ENR.IND_RMB_ANTICIPE,' '),1,' ')
3;114;2636;8;P1_22_37;P1 22.37;DATE;Date du premier arriéré de paiement;;MEDIA;vazio;;RPAD(NVL(TO_CHAR(C_ENR.dt_exigte_prem_impy, 'YYYYMMDD'), ' '), 8)
3;115;2644;8;P1_22_38;P1 22.38;DATE;Date de passage de l'encours en douteux compr;P1 22.38;ALTA;vazio;;RPAD(NVL(TO_CHAR(C_ENR.DT_PASSAGE_DOUTEUX_COMPROMIS, 'YYYYMMDD'), ' ')
3;;2652;19;P1_22_39;P1 22.39;NUM;Montant de l'encours en douteux compromis;P1 22.39;FILLER;vazio;;RPAD(' ', 19)
3;;2671;3;P1_22_40;P1 22.40;ALPHA;Devise du montant de l'encours en douteux com;P1 22.40;FILLER;vazio;;RPAD(' ', 3)
3;;2674;8;P1_22_41;P1 22.41;DATE;Date de déchéance du terme;P1 22.41;FILLER;vazio;;RPAD(' ', 8)
3;;2682;10;P1_22_42;P1 22.42;NUM;Loan-to-value ratio (LTV) local à l'octroi;P1 22.42;FILLER;vazio;;RPAD(' ', 10)
3;;2692;10;P1_22_43;P1 22.43;NUM;Loan-to-value ratio (LTV) local revalorisé;P1 22.43;FILLER;vazio;;RPAD(' ', 10)
3;116;2702;19;P1_22_44;P1 22.44;NUM;Montant à l'acquisition du bien financé;P1 22.44;ALTA;ok;+000000000000000000 / +000000000021146523;pack_utilitaire.f_format_montant_bis2(nvl((C_ENR.MNT_ACQUISITION),0))
3;117;2721;3;P1_22_45;P1 22.45;ALPHA;Devise du montant à l'acquisition du bien fin;P1 22.45;ALTA;ok;EUR;RPAD('EUR', 3)
3;;2724;8;P1_22_46;P1 22.46;DATE;Date de revalorisation du bien;P1 22.46;FILLER;vazio;;RPAD(' ', 8)
3;;2732;19;P1_22_47;P1 22.47;NUM;Montant revalorisé du bien financé;P1 22.47;FILLER;vazio;;RPAD(' ', 19)
3;;2751;3;P1_22_48;P1 22.48;ALPHA;Devise du montant revalorisé du bien financé;P1 22.48;FILLER;vazio;;RPAD(' ', 3)
3;;2754;10;P1_22_49;P1 22.49;NUM;Loan-to-income ratio (LTI) local à l'octroi;P1 22.49;FILLER;vazio;;RPAD(' ', 10)
3;;2764;10;P1_22_50;P1 22.50;NUM;Loan-to-income ratio (LTI) local revalorisé;P1 22.50;FILLER;vazio;;RPAD(' ', 10)
3;118;2774;8;P1_22_58;P1 22.58;DATE;Date de début de palier;P1 22.58;ALTA;ok;20130207 / 20131231;RPAD(NVL(TO_CHAR(C_ENR.DATE_DEB_PALL, 'YYYYMMDD'), ' '), 8)
3;119;2782;8;P1_22_59;P1 22.59;DATE;Date de fin de palier;;MEDIA;ok;20250331 / 20250614;RPAD(NVL(TO_CHAR(C_ENR.DATE_FIN_PALL, 'YYYYMMDD'), ' '), 8)
3;120;2790;19;P1_22_60;P1 22.60;NUM;Montant de l'échéance en cours;;MEDIA;ok;+000000000000000000 / +000000000000007500;pack_utilitaire.F_FORMAT_MONTANT_NEGATIF_19(C_ENR.MNT_ECH_EN_COURS)
3;121;2809;3;P1_22_61;P1 22.61;ALPHA;Devise du montant de l'échéance en cours;;MEDIA;ok;EUR;RPAD(nvl(C_ENR.DEVI_MNT_ECH_EN_COURS,' '),3)
3;122;2812;1;P1_22_62;P1 22.62;ALPHA;Indicateur pré / post fixé;;MEDIA;ok;E;RPAD(nvl(C_ENR.IND_PRE_POST_FIX,' '),1)
3;123;2813;8;P1_22_63;P1 22.63;DATE;Date de début de l'engagement renouvelé;P1 22.63;ALTA;ok;20170131 / 20200508;RPAD(NVL(TO_CHAR(C_ENR.DATE_DEB_ENG_RENVL,'YYYYMMDD'),' '), 8)
3;;2821;12;P1_22_64;P1 22.64;ALPHA;Type de prêt habitat;;FILLER;vazio;;RPAD (' ', 12)
3;124;2833;2;P1_22_66;P1 22.66;ALPHA;Pays de juridiction du contrat;;MEDIA;ok;FR;RPAD(nvl(C_ENR.CD_PAYS_JURIDICTION, ' '), 2)
3;125;2835;8;P1_22_67;P1 22.67;DATE;Date de signature du contrat initial;;MEDIA;ok;20081203 / 20120130;RPAD(NVL(TO_CHAR(C_ENR.DT_SIGNATURE, 'YYYYMMDD'), ' '), 8)
3;;2843;3;P1_22_68;P1 22.68;ALPHA;Evénement déclencheur de la garantie;;FILLER;vazio;;RPAD (' ', 3)
3;126;2846;5;P1_22_70;P1 22.70;ALPHA;Nombre de jours de retard de paiement;;MEDIA;ok;00000;LPAD(NVL(to_char(C_ENR.NB_JOURS_RETARD), ' '),5,'0')
3;127;2851;3;P1_22_71;P1 22.71;ALPHA;Motif du passage en engagement en défaut;;MEDIA;ok;060 / 200;CASE WHEN C_ENR.CD_MOTIF_SCO_LC0267 is NULL then RPAD(' ', 3) ELSE LPA
3;128;2854;2;P1_22_72;P1 22.72;ALPHA;Bucket IFRS9;;MEDIA;ok;B1 / B2;RPAD(nvl(C_ENR.BUCKET_IFRS9,' '),2)
3;;2856;20;P1_22_73;P1 22.73;NUM;Probabilité de défaut à l'origine calculée en;;FILLER;vazio;;RPAD (' ', 20)
3;129;2876;1;P1_23_1;P1 23.1;ALPHA;Eligibilité Outil Mutualisé de provisionnemen;;MEDIA;ok;2 / 4;RPAD(nvl(C_ENR.ELI_OUT_MUT_PROV,' '),1)
3;130;2877;7;P1_23_2;P1 23.2;ALPHA;Centre de résultat;;MEDIA;ok;LEASING;RPAD(nvl(C_ENR.CENTRE_RES,' '),7)
3;131;2884;20;P1_23_3;P1 23.3;ALPHA;Système de gestion source;;MEDIA;ok;KSP                  / LIX                 ;RPAD(nvl(C_ENR.SYS_GEST_SRC,' '),20)
3;132;2904;3;P1_23_4;P1 23.4;ALPHA;Classification comptable des actifs en norme ;;MEDIA;ok;CAM;RPAD(nvl(C_ENR.CLA_COMP_ACT_IFRS9,' '),3)
3;133;2907;3;P1_23_5;P1 23.5;ALPHA;Classification comptable des actifs en norme ;;MEDIA;ok;PRC;RPAD(nvl(C_ENR.CLA_COMP_ACT_NATIONALE,' '),3)
3;134;2910;1;P1_23_6;P1 23.6;ALPHA;Indicateur Actif déprécié dès l'origination;;MEDIA;ok;N;RPAD(nvl(C_ENR.IND_ACT_DEP_ORI,' '),1)
3;135;2911;40;P1_23_7;P1 23.7;ALPHA;Zone libre d'appariement comptable;;MEDIA;ok;A5171100_040_00370_CRBA                  / A5231100_022_00370_CREN                 ;RPAD(C_ENR.PCCO_MNT_CRD || nvl(C_ENR.ZONE_APP_COMP,' '),40)
3;;2951;10;P1_23_12;P1 23.12;ALPHA;Zone OMP locale 1;;FILLER;vazio;;RPAD (' ', 10)
3;136;2961;12;P1_23_8;P1 23.8;ALPHA;Code méthode IFRS9 - PD;;MEDIA;vazio;;RPAD (nvl(C_ENR.CD_METH_IFRS9_PD,' '), 12)
3;137;2973;12;P1_23_9;P1 23.9;ALPHA;Code méthode IFRS9 - Loss Given Default (LGD);;MEDIA;ok;DEFAUTLGD    / LGCBI_GAR0  ;RPAD (nvl(C_ENR.CD_METH_IFRS9_LGD,' '), 12)
3;138;2985;12;P1_23_10;P1 23.10;ALPHA;Code méthode IFRS9 - CCF;;MEDIA;ok;CCCALL0010   / CCCALL0020  ;RPAD (nvl(C_ENR.CD_METH_IFRS9_CCF,' '), 12)
3;139;2997;12;P1_23_11;P1 23.11;ALPHA;Code méthode IFRS9 - Taux de remboursement an;;MEDIA;ok;RACBI0001    / RACBM0001   ;RPAD (nvl(C_ENR.CD_METH_IFRS9_TX,' '), 12)
3;;3009;2;P1_23_99;P1 23.99;ALPHA;Filler;;FILLER;vazio;;RPAD (' ', 2)
3;140;3011;1;P1_24_1;P1 24.1;ALPHA;Eligibilité Prudent Valuation;;MEDIA;ok;N;RPAD(NVL(C_ENR.ELIGIB_PRUDENT_VAL,' '),1,' ')
3;;3012;471;P1_24_2;P1 24.2;ALPHA;Motif d'exemption déclaré à l'ajustement à la;;FILLER;vazio;;RPAD (' ', 471)
3;;3483;178;P1_25_1;P1 25.1;NUM;Montant Add-on CAD;P1 25;FILLER;vazio;;RPAD (' ', 178)
3;141;3661;1;P1_26_1;P1 26.1;ALPHA;Indicateur mobilisation de l'actif;;MEDIA;ok;1 / 3;RPAD(NVL(C_ENR.IND_MOBIL_ACTIF,' '),1,' ')
3;142;3662;1;P1_22_11;P1 22.11;ALPHA;Indicateur éligibilité de l'actif à une mobil;;MEDIA;ok;N / Y;RPAD(NVL(C_ENR.ELIG_MOB_BANQUE_CENTRALE, ' '), 1)
3;143;3663;3;P1_26_3;P1 26.3;ALPHA;Référence de mobilisation de l'actif;;MEDIA;ok;1  ;RPAD(NVL(C_ENR.REF_MOB_ACTIF, ' '), 3)
3;144;3666;3;P1_26_4;P1 26.4;ALPHA;Code organisme de mobilisation;;MEDIA;ok;404;RPAD(NVL(C_ENR.CD_ORGA_MOBIL, ' '), 3)
3;;3669;44;P1_26_99;P1 26.99;ALPHA;Zone réservée Asset Encumbrance;;FILLER;vazio;;RPAD (' ', 44)
3;;3713;22;P1_27_1;P1 27.1;NUM;Montant cumulé des recouvrements depuis le dé;;FILLER;vazio;;RPAD (' ', 22)
3;145;3735;1;P1_27_3;P1 27.3;ALPHA;Eligibilité Outil Central ANACREDIT;;MEDIA;ok;1 / 2;RPAD(NVL(C_ENR.IND_ELIGI_OUTI_CTRAL_ANACRD, '2'), 1)
3;146;3736;2;P1_27_4;P1 27.4;ALPHA;Motif exclusion à la déclaration ANACREDIT;;MEDIA;ok;02;RPAD(NVL(C_ENR.MOTIF_EXCLU_ANACREDIT, ' '), 2)
3;;3738;23;P1_27_99;P1 27.99;ALPHA;Filler;;FILLER;vazio;;RPAD (' ', 23)
3;147;3761;1;P1_28_1;P1 28.1;ALPHA;Indicateur opération effet de levier;;MEDIA;ok;0;RPAD (nvl(C_ENR.IND_OPE_EFFET_LEVIER,' '), 1)
3;;3762;1;P1_28_2;P1 28.2;ALPHA;Indicateur sponsor financier majoritaire au c;;FILLER;vazio;;RPAD (' ', 1)
3;148;3763;19;P1_29_1;P1 29.1;NUM;Montant de l'indemnité de résiliation;;MEDIA;ok;+000000000000000000;pack_utilitaire.F_FORMAT_MONTANT_BIS3(C_ENR.MNT_IDEMNITE_RES)
3;149;3782;3;P1_29_2;P1 29.2;ALPHA;Devise du montant de l'indemnité de résiliati;;MEDIA;ok;EUR;RPAD (nvl(C_ENR.CD_DEV_MNT_INDEMNITE,' '), 3)
3;;3785;190;P1_30_1;P1 30.1;ALPHA;Type de contrat cadre;;FILLER;vazio;;RPAD(' ',190)
3;;3975;6;P1_30_22;P1 30.22;ALPHA;Référence du contrat cadre;;FILLER;vazio;;RPAD(' ',6)
3;150;3981;1;P1_30_22;P1 30.22;ALPHA;Référence du contrat cadre;;MEDIA;ok;N;'N'
3;;3982;18;P1_30_23;P1 30.23;ALPHA;Indicateur accord de netting contractuel;;FILLER;vazio;;RPAD (' ', 18)
3;;4000;7;P1_30_24;P1 30.24;ALPHA;Référence du contrat de netting contractuel;;FILLER;vazio;;RPAD (' ', 7)
3;151;4007;1;P1_30_24;P1 30.24;ALPHA;Référence du contrat de netting contractuel;;MEDIA;vazio;;'N'
3;;4008;25;P1_30_25;P1 30.25;ALPHA;Indicateur accord de netting comptable;;FILLER;ok;N                        ;RPAD (' ', 25)
3;;4033;1;P1_30_26;P1 30.26;ALPHA;Référence du contrat de netting comptable;;FILLER;vazio;;RPAD (' ', 1)
3;;4034;5;P1_30_27;P1 30.27;ALPHA;Finalité de l'opération;;FILLER;vazio;;RPAD (' ', 5)
3;152;4039;40;P1_31_1;P1 31.1;ALPHA;Code entité de la succursale à l'origine de l;;BAIXA;ok; 200622VM0                               /  202878FN0                              ;RPAD(NVL(C_ENR.REF_UNIQ_CONT, ' '), 40)
3;153;4079;40;P1_31_2;P1 31.2;ALPHA;Référence unique du contrat à l'origine;;BAIXA;ok; 200622VM0                               /  202878FN0                              ;RPAD(NVL(C_ENR.REF_UNIQ_ELEM_CONT, ' '), 40)
3;154;4119;19;P1_31_3;P1 31.3;ALPHA;Référence unique de l'élément de contrat à l';;BAIXA;ok; +00000000000000000 /  +00000000000004041;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_ENG_DT_SIGN_CTRT)
3;155;4138;1;P1_31_4;P1 31.4;NUM;Montant en euros de l'engagement à la date de;;MEDIA;ok;0 / 1;RPAD(NVL(C_ENR.IND_RESPO_SOLIDAIRE, ' '), 1)
3;156;4139;1;P1_31_5;P1 31.5;ALPHA;Indicateur responsabilité solidaire;;MEDIA;ok;N;RPAD (NVL(C_ENR.IND_ISF,'2'), 1)
3;;4140;6;P1_31_6;P1 31.6;ALPHA;Indicateur dossier infrastructure éligible au;;FILLER;ok;1      / 2     ;RPAD (' ', 6)
3;;4146;1;P1_31_7;P1 31.7;ALPHA;Rang dans la hiérarchie des créanciers;;FILLER;vazio;;RPAD (' ', 1)
3;157;4147;15;P1_31_8;P1 31.8;ALPHA;Droit d'un pays tiers : reconnaissance de la ;;BAIXA;ok; 14100          /  24140         ;RPAD(NVL(C_ENR.CD_COMMUNE_BIEN_FINAN, ' '),15,' ')
3;158;4162;2;P1_31_9;P1 31.9;ALPHA;Lieu d'investissement du bien principal finan;;BAIXA;ok; F;RPAD(NVL(C_ENR.CD_PAYS_BIEN_FINAN, ' '),2,' ')
3;;4164;1;P1_31_10;P1 31.10;ALPHA;Lieu d'investissement du bien principal finan;;FILLER;ok;R;RPAD (' ', 1)
3;;4165;1;P1_31_11;P1 31.11;ALPHA;Indicateur permis de construire à l'octroi;;FILLER;vazio;;RPAD (' ', 1)
3;;4166;1;P1_31_12;P1 31.12;ALPHA;Etat du bien financé à l'octroi;;FILLER;vazio;;RPAD (' ', 1)
3;;4167;15;P1_31_13;P1 31.13;ALPHA;Catégorie énergétique du bien immobilier à l';;FILLER;vazio;;RPAD (' ', 15)
3;;4182;19;P1_31_14;P1 31.14;NUM;Taux de réservation du programme immobilier;;FILLER;vazio;;RPAD (' ', 19)
3;;4201;3;P1_31_15;P1 31.15;NUM;Montant de l'apport à l'octroi;;FILLER;vazio;;RPAD (' ', 3)
3;159;4204;1;P1_31_16;P1 31.16;ALPHA;Devise du montant de l'apport à l'octroi;P1 31.17;BAIXA;vazio;;RPAD ('+', 1)
3;160;4205;5;P1_31_17;P1 31.17;NUM;Durée initiale du prêt;P1 31.17;ALTA;ok;+0001 / +0002;case when C_ENR.CD_TYPE_RISQUE like 'TRE%' then LPAD(nvl(CEIL((C_ENR.D
3;161;4210;1;P1_31_17;P1 31.17;NUM;Durée initiale du prêt;P1 31.18;BAIXA;ok;0 / 1;RPAD ('+', 1)
3;162;4211;5;P1_31_18;P1 31.18;NUM;Durée totale du prêt à date;P1 31.18;ALTA;ok;+0001 / +0002;case when C_ENR.CD_TYPE_RISQUE like 'TRE%' then LPAD(nvl(CEIL((C_ENR.D
3;;4216;6;P1_31_18;P1 31.18;NUM;Durée totale du prêt à date;;FILLER;ok;0      / 1     ;RPAD (' ', 6)
3;;4222;1;P1_31_19;P1 31.19;NUM;Durée de la période d'anticipation à date d'a;;FILLER;vazio;;RPAD (' ', 1)
3;163;4223;2;P1_31_20;P1 31.20;ALPHA;Méthode de valorisation du bien;;BAIXA;ok; 0;RPAD(NVL(C_ENR.CDTYPEGARPRINCOCTROI,' '), 2)
3;164;4225;2;P1_31_21;P1 31.21;ALPHA;Type de sécurisation à l'octroi;P1 31.22;ALTA;ok;10 / 20;CASE WHEN C_ENR.CD_TYPE_RISQUE = 'TRE502' THEN '01' WHEN C_ENR.CD_TYPE
3;;4227;19;P1_31_22;P1 31.22;ALPHA;Type de sécurisation à date;;FILLER;ok;1                   / 2                  ;RPAD (' ', 19)
3;;4246;3;P1_31_23;P1 31.23;NUM;Montant des fonds remis à date;;FILLER;vazio;;RPAD (' ', 3)
3;;4249;15;P1_31_24;P1 31.24;ALPHA;Devise du montant des fonds remis à date;;FILLER;vazio;;RPAD (' ', 15)
3;;4264;15;P1_31_25;P1 31.25;NUM;Interest Coverage Ratio (ICR) à l'octroi;;FILLER;vazio;;RPAD (' ', 15)
3;;4279;15;P1_31_26;P1 31.26;NUM;Loan-to-rent ratio (LTR) à l'octroi;;FILLER;vazio;;RPAD (' ', 15)
3;;4294;15;P1_31_27;P1 31.27;NUM;LSTI à l'octroi;;FILLER;vazio;;RPAD (' ', 15)
3;;4309;15;P1_31_28;P1 31.28;NUM;DSTI à l'octroi;;FILLER;vazio;;RPAD (' ', 15)
3;165;4324;1;P1_31_29;P1 31.29;NUM;Taux de marge du crédit brut à l'octroi;;MEDIA;vazio;;RPAD(NVL(C_ENR.IND_GAR_SANS_LIMITE,' '),1)
3;;4325;1;P1_31_37;P1 31.37;ALPHA;Indicateur garantie sans limite;;FILLER;vazio;;RPAD(' ',1)
3;166;4326;19;P1_31_38;P1 31.38;ALPHA;Etendue de la garantie donnée;;BAIXA;ok; +00000000000000000 /  +00000000000022017;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_SUBV_HT),19)
